ID,Data da Compra,Nome Cliente,Idade,Gênero,Cidade Cliente,Estado Cliente,Carro Vendido,Marca,Ano do Carro,Valor do Carro,Cor,Automático,Portas,Empréstimo,Tipo Cliente,Nome Loja
839,2024-05-31,Tara Taylor,54,Feminino,Niterói,RJ,Cobalt,Chevrolet,2019,565300.15,Branco,Sim,4,Sim,PJ,Brasil Carros
840,2022-03-30,Ryan Martinez,63,Masculino,São Paulo,SP,Ka,Ford,2017,49621.23,Azul,Sim,4,Não,PF,Carros do Brasil
841,2023-08-28,Carl Phillips,64,Masculino,Porto Alegre,RS,Focus,Ford,2015,91349.89,Amarelo,Sim,2,Sim,PJ,Brasil Carros
842,2022-10-26,Mrs. Hannah Mckee,39,Masculino,Vila Velha,ES,T-Cross,Volkswagen,2021,131203.68,Amarelo,Sim,4,Não,PJ,Viva Carros
843,2021-08-18,Pamela Harris,38,Masculino,São Paulo,SP,Yaris,Toyota,2016,133616.13,Cinza,Sim,4,Não,PF,Meu Carro Novo
844,2021-05-22,Emily Roberts,24,Feminino,Lages,SC,Creta,Hyundai,2018,138372.43,Preto,Não,4,Sim,PJ,AutoCenter
845,2020-08-10,Bernard Michael,37,Feminino,Rio de Janeiro,RJ,Focus,Ford,2017,57991.51,Preto,Sim,4,Sim,PJ,Top Car Veículos
846,2024-01-30,Dennis Smith,52,Masculino,Passo Fundo,RS,Focus,Ford,2024,173735.28,Preto,Não,4,Não,PF,Carro Ideal
847,2019-03-11,Ashley Murphy,66,Feminino,Volta Redonda,RJ,Cobalt,Chevrolet,2016,106948.25,Azul,Sim,2,Sim,PJ,Super Carros
848,2019-01-27,Tracy Scott,36,Masculino,Lages,SC,Civic,Honda,2017,104592.43,Azul,Sim,2,Sim,PF,Super Carros
849,2024-05-23,Elizabeth Webster,32,Feminino,Santos,SP,Gol,Volkswagen,2021,83867.91,Branco,Sim,2,Não,PJ,Brasil Carros
850,2019-03-25,Joanna Johnson,67,Feminino,Duque de Caxias,RJ,Gol,Volkswagen,2019,60570.83,Bege,Sim,4,Sim,PF,AutoCenter
851,2024-08-19,Ms. Joanne Stuart,62,Feminino,Caxias do Sul,RS,Ranger,Ford,2021,250906.38,Cinza,Sim,2,Não,PJ,Brasil Carros
852,2021-02-06,Austin Hill,37,Masculino,Uberlândia,MG,Ka,Ford,2019,50903.48,Branco,Sim,2,Não,PF,Meu Carro Novo
853,2021-05-23,Christine Turner,66,Masculino,Porto Alegre,RS,Cobalt,Chevrolet,2020,238415.66,Verde,Sim,2,Não,PF,Brasil Carros
854,2022-03-29,Allison Friedman,67,Feminino,Rio Verde,GO,T-Cross,Volkswagen,2018,214938.78,Amarelo,Não,4,Sim,PJ,Super Carros
855,2020-07-18,Bonnie Hoffman,33,Masculino,Pelotas,RS,Virtus,Volkswagen,2020,128743.24,Verde,Não,4,Não,PJ,Carros & Cia
856,2019-08-27,Mark Johnson,30,Masculino,Salvador,BA,Tracker,Chevrolet,2018,163102.47,Verde,Não,4,Sim,PF,Brasil Carros
857,2022-03-04,Jared Payne,55,Masculino,Cachoeiro de Itapemirim,ES,Hilux,Toyota,2017,135391.12,Vermelho,Não,2,Sim,PF,Super Carros
858,2019-01-27,Bryan Hill,39,Masculino,Petrolina,PE,HB20,Hyundai,2017,65862.56,Preto,Sim,2,Não,PJ,Carros do Brasil
859,2023-03-31,Katherine Orr,25,Masculino,Jaboatão dos Guararapes,PE,Polo,Volkswagen,2015,57959.82,Azul,Sim,4,Não,PF,Fácil Carro
860,2019-03-03,Joanne Terry,30,Masculino,Cabo Frio,RJ,Cobalt,Chevrolet,2019,94229.94,Branco,Não,4,Não,PF,Carros & Cia
861,2022-07-21,Janet Mills,33,Feminino,Juiz de Fora,MG,Ranger,Ford,2021,135047.52,Verde,Sim,2,Sim,PF,Carros do Brasil
862,2024-08-14,Lindsay Herman,51,Feminino,Rio Verde,GO,Virtus,Volkswagen,2015,192649.85,Amarelo,Sim,4,Não,PJ,Carros do Brasil
863,2020-01-13,Janet Hanson,53,Masculino,São Paulo,SP,T-Cross,Volkswagen,2017,173620.54,Azul,Não,2,Não,PF,Carros & Cia
864,2022-05-24,Sara Stewart,31,Feminino,Pelotas,RS,Yaris,Toyota,2016,105181.66,Bege,Não,4,Sim,PJ,Brasil Carros
865,2022-08-01,Mark Nguyen,51,Masculino,Sorocaba,SP,Focus,Ford,2020,126626.94,Prata,Sim,4,Não,PJ,AutoCenter
866,2020-10-15,Robert Potter,51,Feminino,Caxias do Sul,RS,Focus,Ford,2015,104954.75,Preto,Não,2,Sim,PJ,AutoCenter
867,2024-03-08,Brandi Andersen,34,Masculino,Florianópolis,SC,Focus,Ford,2019,72423.24,Branco,Sim,2,Sim,PJ,Carro Ideal
868,2019-10-02,Dr. Nicholas Taylor,23,Feminino,Cachoeiro de Itapemirim,ES,Focus,Ford,2015,247911.78,Verde,Não,4,Sim,PF,Meu Carro Novo
869,2021-06-14,Andre Watson,36,Masculino,Volta Redonda,RJ,Gol,Volkswagen,2015,76548.16,Branco,Sim,4,Não,PJ,Top Car Veículos
870,2024-11-29,Nicole Montoya,39,Masculino,Serra,ES,Ranger,Ford,2024,198056.98,Verde,Sim,2,Não,PF,AutoCenter
871,2024-04-12,Jesse Salazar,48,Feminino,Rio Verde,GO,Ranger,Ford,2024,349976.39,Prata,Sim,2,Sim,PF,Carro Ideal
872,2023-11-18,Amanda Roy,39,Masculino,Vitória da Conquista,BA,Ka,Ford,2020,50885.31,Prata,Sim,4,Sim,PF,AutoCenter
873,2020-01-27,Nicholas Moore,50,Masculino,Caxias do Sul,RS,Onix,Chevrolet,2019,65195.8,Verde,Sim,2,Não,PJ,Carros do Brasil
874,2022-07-17,Tyler Munoz,21,Feminino,Campinas,SP,Cobalt,Chevrolet,2015,117795.33,Verde,Não,2,Sim,PF,AutoCenter
875,2021-05-25,Jasmine Mercer,49,Masculino,Pelotas,RS,Virtus,Volkswagen,2016,138252.64,Branco,Não,4,Não,PJ,Fácil Carro
876,2022-09-01,Nathan Burns,25,Feminino,Foz do Iguaçu,PR,Yaris,Toyota,2022,119115.96,Amarelo,Sim,4,Não,PF,AutoCenter
877,2019-11-20,Brenda Sampson,70,Feminino,Pelotas,RS,Tracker,Chevrolet,2016,166488.85,Verde,Não,4,Sim,PF,Carro Ideal
878,2022-04-11,Tiffany Malone,54,Masculino,Lages,SC,Focus,Ford,2016,51947.36,Vermelho,Não,2,Não,PF,Super Carros
879,2023-02-15,James King,44,Masculino,Rio Verde,GO,Gol,Volkswagen,2018,64199.34,Branco,Não,4,Não,PJ,Carros do Brasil
880,2019-12-30,Joyce Nguyen,37,Feminino,Santos,SP,T-Cross,Volkswagen,2018,197440.02,Branco,Sim,4,Não,PF,Top Car Veículos
881,2023-03-29,Susan Moore,22,Feminino,Salvador,BA,Focus,Ford,2023,180974.18,Preto,Sim,4,Não,PF,Meu Carro Novo
882,2019-09-30,Brian Gomez,31,Feminino,Vitória da Conquista,BA,Creta,Hyundai,2015,163715.81,Azul,Não,4,Não,PJ,Meu Carro Novo
883,2024-08-20,Ariel Carter,38,Feminino,Londrina,PR,Polo,Volkswagen,2016,76710.87,Verde,Sim,4,Não,PF,Carros & Cia
884,2022-09-21,Victor Hogan,23,Feminino,Jaboatão dos Guararapes,PE,Yaris,Toyota,2022,97521.01,Bege,Sim,4,Não,PJ,Carros & Cia
885,2023-06-23,Ashley Gutierrez,32,Masculino,Foz do Iguaçu,PR,HB20,Hyundai,2022,53649.48,Prata,Sim,4,Não,PF,Fácil Carro
886,2021-03-16,Michael Tyler,42,Feminino,Petrolina,PE,Hilux,Toyota,2016,210853.59,Verde,Sim,4,Não,PJ,Top Car Veículos
887,2020-10-30,William Stafford,38,Masculino,Campinas,SP,Polo,Volkswagen,2020,72310.96,Bege,Não,4,Sim,PJ,Fácil Carro
888,2023-01-04,Natalie Carter,50,Masculino,Porto Alegre,RS,Hilux,Toyota,2015,175418.46,Cinza,Não,2,Não,PJ,Fácil Carro
889,2019-08-10,James Choi,44,Feminino,Caruaru,PE,Polo,Volkswagen,2015,44130.41,Amarelo,Sim,4,Não,PF,Fácil Carro
890,2020-11-02,Joshua Johnson,45,Masculino,Rio de Janeiro,RJ,S10,Chevrolet,2018,140523.68,Azul,Não,2,Não,PJ,Carro Ideal
891,2023-07-08,Nicholas Gibson,68,Feminino,Petrolina,PE,i30,Hyundai,2019,420800.76,Prata,Sim,4,Não,PF,Viva Carros
892,2019-03-28,Jessica Sanders,35,Feminino,Porto Alegre,RS,Civic,Honda,2015,117095.19,Preto,Sim,2,Não,PJ,Super Carros
893,2023-03-07,Stephanie Weiss,61,Masculino,Londrina,PR,Creta,Hyundai,2017,212051.7,Bege,Sim,4,Não,PJ,Super Carros
894,2024-08-05,Christopher Bartlett,60,Masculino,Florianópolis,SC,HR-V,Honda,2018,244390.36,Amarelo,Sim,4,Não,PF,Brasil Carros
895,2023-01-27,Heather Jackson,27,Feminino,Vila Velha,ES,T-Cross,Volkswagen,2018,213364.14,Preto,Sim,4,Não,PJ,Viva Carros
896,2020-01-24,Dana Dunn,54,Feminino,Juiz de Fora,MG,HR-V,Honda,2016,188511.37,Bege,Não,4,Não,PF,Carros do Brasil
897,2023-04-07,Anthony Norman,48,Masculino,São Paulo,SP,HB20,Hyundai,2016,77606.01,Cinza,Sim,2,Não,PF,Carro Ideal
898,2021-10-09,Jennifer Robles,64,Masculino,Caxias do Sul,RS,Ranger,Ford,2021,128638.22,Branco,Sim,2,Sim,PF,Fácil Carro
899,2024-08-03,Carolyn Chapman,31,Feminino,Volta Redonda,RJ,HR-V,Honda,2017,267100.69,Preto,Não,4,Sim,PJ,Carros do Brasil
900,2023-02-26,Katherine Pruitt,64,Feminino,Joinville,SC,Creta,Hyundai,2020,128129.28,Prata,Sim,4,Não,PF,Viva Carros
901,2024-03-01,John Smith,36,Masculino,Niterói,RJ,HR-V,Honda,2015,178437.15,Cinza,Sim,4,Não,PF,Carros do Brasil
902,2020-11-13,Scott Riddle,26,Masculino,Pelotas,RS,Yaris,Toyota,2018,136125.34,Preto,Não,2,Não,PJ,Fácil Carro
903,2022-10-10,Joann Hernandez,43,Masculino,Pelotas,RS,Hilux,Toyota,2022,260962.84,Cinza,Sim,2,Não,PJ,Viva Carros
904,2023-08-08,Jacob Harrington,42,Masculino,São Paulo,SP,Yaris,Toyota,2017,174740.5,Azul,Sim,2,Sim,PF,Carro Ideal
905,2021-10-02,Christine Clay,57,Feminino,Niterói,RJ,Creta,Hyundai,2020,159892.35,Azul,Sim,2,Sim,PJ,Carros & Cia
906,2022-02-16,Amy Young,37,Masculino,Luziânia,GO,Corolla,Toyota,2015,102413.3,Prata,Não,4,Sim,PF,Meu Carro Novo
907,2019-01-28,Thomas Roberts,56,Feminino,Duque de Caxias,RJ,Focus,Ford,2017,80364.25,Prata,Não,2,Não,PF,Viva Carros
908,2024-02-20,Shelley Davis,26,Masculino,Luziânia,GO,T-Cross,Volkswagen,2024,222772.39,Branco,Não,4,Sim,PF,Viva Carros
909,2023-02-26,Jeffrey Stanley,28,Feminino,Foz do Iguaçu,PR,Corolla,Toyota,2022,187082.45,Preto,Sim,2,Não,PJ,Top Car Veículos
910,2020-12-21,Mark Conrad,41,Masculino,Londrina,PR,Fit,Honda,2019,44664.9,Verde,Sim,4,Sim,PF,Viva Carros
911,2019-05-09,Edward Peters,34,Feminino,Criciúma,SC,T-Cross,Volkswagen,2018,116214.23,Branco,Sim,4,Sim,PF,Brasil Carros
912,2019-01-06,Debra Clark,20,Masculino,Itabuna,BA,Gol,Volkswagen,2017,31567.53,Preto,Sim,4,Sim,PF,Viva Carros
913,2024-01-21,Rebecca Cook,25,Feminino,Feira de Santana,BA,Onix,Chevrolet,2017,71238.51,Vermelho,Não,2,Não,PF,Carro Ideal
914,2023-08-11,Greg Dudley,51,Feminino,Santos,SP,Ranger,Ford,2020,170086.42,Vermelho,Sim,2,Sim,PF,AutoCenter
915,2019-07-12,Michael Moore,45,Feminino,Serra,ES,Onix,Chevrolet,2016,60029.33,Amarelo,Sim,4,Não,PJ,Meu Carro Novo
916,2021-11-21,Wesley Harris,45,Masculino,Duque de Caxias,RJ,Hilux,Toyota,2020,105411.95,Preto,Não,4,Sim,PF,Carros do Brasil
917,2022-11-16,Sarah Roberts,49,Masculino,Betim,MG,HB20,Hyundai,2017,43015.83,Cinza,Não,4,Não,PJ,Carros & Cia
918,2024-02-06,Alex Wilkerson,64,Masculino,Pelotas,RS,Polo,Volkswagen,2015,61741.89,Branco,Sim,2,Sim,PF,Viva Carros
919,2024-09-12,Tony Griffin,52,Masculino,Blumenau,SC,Hilux,Toyota,2020,344984.47,Prata,Sim,4,Não,PJ,Carros do Brasil
920,2019-08-07,Paul Waller,35,Feminino,Luziânia,GO,Creta,Hyundai,2016,178494.13,Vermelho,Sim,2,Não,PJ,Top Car Veículos
921,2024-07-05,Mariah Thomas,61,Masculino,Uberlândia,MG,Polo,Volkswagen,2024,50771.41,Amarelo,Não,4,Sim,PF,Carros & Cia
922,2019-09-06,Kenneth Rivera,35,Masculino,São Paulo,SP,HB20,Hyundai,2017,51903.69,Amarelo,Não,4,Não,PF,Carro Ideal
923,2020-11-14,Christian Anderson,50,Masculino,Volta Redonda,RJ,Polo,Volkswagen,2018,36724.32,Bege,Sim,4,Sim,PJ,Meu Carro Novo
924,2019-11-09,Alyssa Silva,32,Feminino,Vitória da Conquista,BA,i30,Hyundai,2019,157852.37,Verde,Sim,4,Não,PF,Viva Carros
925,2024-08-20,Jennifer Bass,68,Masculino,Campinas,SP,HB20,Hyundai,2017,99948.57,Azul,Não,2,Sim,PJ,Fácil Carro
926,2022-09-28,Shelby Hayes,26,Feminino,Serra,ES,Ka,Ford,2016,55837.42,Azul,Não,2,Não,PJ,Carros do Brasil
927,2019-06-30,John Williams,44,Feminino,Recife,PE,S10,Chevrolet,2019,239420.23,Azul,Não,2,Sim,PJ,Meu Carro Novo
928,2023-06-24,David Bartlett,30,Masculino,Recife,PE,Hilux,Toyota,2015,180668.43,Prata,Não,2,Sim,PJ,Brasil Carros
929,2020-05-25,Melissa Maldonado,61,Masculino,Rio Verde,GO,Ka,Ford,2015,33904.81,Preto,Sim,4,Sim,PJ,Super Carros
930,2019-08-04,Erika Gamble,28,Masculino,São Paulo,SP,Civic,Honda,2019,108199.95,Preto,Sim,4,Sim,PJ,Viva Carros
931,2024-07-20,Robert Robinson,70,Feminino,Jaboatão dos Guararapes,PE,Virtus,Volkswagen,2016,163024.49,Amarelo,Sim,4,Não,PJ,Carro Ideal
932,2021-11-27,Matthew Flores,46,Feminino,Anápolis,GO,HB20,Hyundai,2020,76971.36,Cinza,Não,4,Sim,PJ,AutoCenter
933,2023-10-22,Dustin Hoffman,24,Feminino,Vitória da Conquista,BA,Focus,Ford,2019,54470.93,Amarelo,Não,4,Não,PJ,Viva Carros
934,2023-06-10,Richard Potter,43,Feminino,Goiânia,GO,Hilux,Toyota,2017,122562.2,Azul,Sim,4,Não,PF,Viva Carros
935,2022-10-30,Cynthia Brown,42,Feminino,Contagem,MG,i30,Hyundai,2020,436444.56,Preto,Não,2,Não,PF,Carros & Cia
936,2023-01-21,David Walker,33,Feminino,Cachoeiro de Itapemirim,ES,Ranger,Ford,2020,133302.98,Preto,Sim,2,Sim,PF,Fácil Carro
937,2024-08-26,Kathryn Burke,66,Masculino,Santa Maria,RS,Polo,Volkswagen,2019,51107.94,Azul,Não,4,Sim,PF,Carros & Cia
938,2024-05-15,Hannah Williams,40,Masculino,Recife,PE,Corolla,Toyota,2018,192411.07,Amarelo,Sim,4,Sim,PJ,Carro Ideal
939,2024-03-18,Mark Wolf,40,Masculino,Aparecida de Goiânia,GO,S10,Chevrolet,2017,147076.73,Bege,Sim,4,Sim,PF,Top Car Veículos
940,2023-02-16,Dr. Vanessa Duncan,47,Feminino,Petrolina,PE,Yaris,Toyota,2020,189537.62,Verde,Sim,4,Não,PJ,Carros do Brasil
941,2023-01-26,Caitlin Wood,28,Feminino,Volta Redonda,RJ,Focus,Ford,2016,224351.86,Preto,Não,2,Sim,PJ,Meu Carro Novo
942,2019-01-06,Lisa Grant,66,Masculino,Rio de Janeiro,RJ,Corolla,Toyota,2015,142238.81,Preto,Sim,2,Sim,PJ,AutoCenter
943,2024-04-13,Angel Brown,52,Masculino,Londrina,PR,S10,Chevrolet,2019,247025.64,Cinza,Sim,4,Não,PF,Carros & Cia
944,2024-10-11,Cheryl Nguyen,25,Feminino,Rio Verde,GO,Corolla,Toyota,2019,168817.08,Azul,Sim,2,Sim,PJ,Meu Carro Novo
945,2019-10-25,Richard Braun,24,Masculino,Anápolis,GO,T-Cross,Volkswagen,2019,199094.31,Azul,Sim,4,Não,PJ,Viva Carros
946,2023-05-01,Sara Klein,48,Masculino,Anápolis,GO,HR-V,Honda,2021,129753.7,Bege,Não,4,Não,PJ,Super Carros
947,2022-11-17,Kyle Peterson,52,Feminino,Aparecida de Goiânia,GO,Hilux,Toyota,2022,138535.81,Verde,Não,4,Não,PJ,Fácil Carro
948,2022-02-02,Jo Walsh,36,Masculino,Juiz de Fora,MG,i30,Hyundai,2020,244813.42,Bege,Sim,4,Sim,PJ,Carros & Cia
949,2022-05-14,Daniel Alexander,54,Feminino,Cachoeiro de Itapemirim,ES,Fit,Honda,2020,67252.63,Verde,Sim,4,Não,PJ,Fácil Carro
950,2022-01-09,James Flores,26,Feminino,Niterói,RJ,Polo,Volkswagen,2017,45523.4,Cinza,Sim,4,Não,PF,Super Carros
951,2020-09-17,Robert Mcfarland,33,Masculino,Cachoeiro de Itapemirim,ES,Ka,Ford,2017,56795.3,Vermelho,Não,2,Não,PF,Carro Ideal
952,2020-07-21,Mary Henry,33,Masculino,Duque de Caxias,RJ,Tracker,Chevrolet,2020,181597.57,Bege,Não,2,Sim,PJ,Meu Carro Novo
953,2019-09-06,Sandra Whitehead,32,Feminino,Sorocaba,SP,i30,Hyundai,2019,150875.85,Cinza,Sim,2,Não,PF,Viva Carros
954,2019-07-05,Benjamin Hawkins,35,Masculino,Luziânia,GO,HB20,Hyundai,2018,32329.09,Branco,Sim,4,Sim,PF,AutoCenter
955,2024-05-05,Lisa Castro,40,Feminino,Vitória,ES,S10,Chevrolet,2021,296030.63,Amarelo,Sim,2,Sim,PF,Carros & Cia
956,2022-07-03,Stephanie Lyons,64,Masculino,Criciúma,SC,Yaris,Toyota,2021,164474.66,Branco,Não,2,Não,PF,Fácil Carro
957,2021-12-03,Mr. Adam Nunez,23,Masculino,Anápolis,GO,Ka,Ford,2020,57707.15,Branco,Sim,2,Sim,PJ,Carro Ideal
958,2019-07-21,Jean King,40,Masculino,Luziânia,GO,Focus,Ford,2015,395323.27,Vermelho,Sim,4,Não,PJ,Viva Carros
959,2024-02-22,Sheila Klein,57,Masculino,São Bernardo do Campo,SP,Yaris,Toyota,2020,106546.4,Prata,Sim,4,Não,PF,Meu Carro Novo
960,2020-08-23,Patrick Cook,32,Masculino,Santa Maria,RS,Virtus,Volkswagen,2017,126654.08,Vermelho,Sim,4,Sim,PJ,Fácil Carro
961,2024-07-29,Angela Singh,69,Feminino,Volta Redonda,RJ,Onix,Chevrolet,2015,97333.32,Preto,Sim,4,Não,PF,Meu Carro Novo
962,2020-10-01,Kimberly Turner,63,Masculino,Lages,SC,Civic,Honda,2017,149155.76,Preto,Sim,2,Não,PF,Viva Carros
963,2022-11-09,Steve Reynolds,40,Feminino,Porto Alegre,RS,Focus,Ford,2018,294594.44,Preto,Não,4,Sim,PJ,Viva Carros
964,2022-08-28,Ruth Downs,43,Feminino,Anápolis,GO,i30,Hyundai,2019,212979.37,Bege,Sim,2,Não,PJ,Top Car Veículos
965,2024-01-30,Dawn Miller,31,Masculino,Cabo Frio,RJ,Hilux,Toyota,2016,351912.92,Bege,Não,2,Sim,PJ,Super Carros
966,2021-02-12,Jonathan Miller,51,Masculino,Goiânia,GO,Civic,Honda,2018,121789.03,Cinza,Não,2,Não,PF,Fácil Carro
967,2020-11-21,Michael Williams,66,Masculino,Itabuna,BA,Creta,Hyundai,2015,193544.21,Prata,Não,2,Não,PJ,Carro Ideal
968,2023-05-07,Katelyn Burns,41,Feminino,Ilhéus,BA,Civic,Honda,2020,184197.12,Azul,Sim,4,Não,PF,AutoCenter
969,2020-10-04,Hannah Gallagher,22,Masculino,Criciúma,SC,Fit,Honda,2017,68890.53,Verde,Não,4,Sim,PJ,Brasil Carros
970,2023-06-04,Rachel Schwartz,51,Masculino,Cabo Frio,RJ,Creta,Hyundai,2020,256159.02,Preto,Sim,2,Não,PJ,Carro Ideal
971,2023-03-07,Maria Whitehead,29,Feminino,Caxias do Sul,RS,HR-V,Honda,2016,140365.79,Preto,Sim,4,Sim,PF,Fácil Carro
972,2021-05-01,Krystal Gilbert,24,Masculino,Joinville,SC,i30,Hyundai,2017,70128.44,Vermelho,Sim,2,Sim,PF,Top Car Veículos
973,2024-03-11,Bridget Oliver,27,Feminino,Sorocaba,SP,Virtus,Volkswagen,2015,113966.07,Cinza,Não,2,Não,PF,Meu Carro Novo
974,2020-01-09,James Mills,20,Feminino,Juiz de Fora,MG,Ranger,Ford,2020,130912.4,Cinza,Sim,2,Não,PJ,Meu Carro Novo
975,2019-03-10,Loretta King,64,Feminino,Lages,SC,Onix,Chevrolet,2017,51956.14,Prata,Não,2,Sim,PJ,Carros & Cia
976,2020-08-11,Michelle Banks,55,Masculino,Goiânia,GO,Focus,Ford,2016,296351.61,Amarelo,Sim,4,Não,PF,Super Carros
977,2024-05-17,Alexandra Jones,32,Feminino,Betim,MG,Ka,Ford,2016,60723.52,Vermelho,Não,2,Não,PF,AutoCenter
978,2021-12-21,Heather Andrews,63,Feminino,Rio Verde,GO,i30,Hyundai,2016,154865.34,Bege,Sim,2,Não,PJ,Carros & Cia
979,2021-06-09,Steven Fuentes,26,Feminino,Ponta Grossa,PR,T-Cross,Volkswagen,2018,208516.96,Verde,Sim,4,Não,PJ,Top Car Veículos
980,2020-11-01,Jeremy Pierce,27,Masculino,Pelotas,RS,S10,Chevrolet,2018,196989.27,Verde,Sim,4,Sim,PF,Super Carros
981,2024-03-31,Michael Davis,51,Feminino,Jaboatão dos Guararapes,PE,Corolla,Toyota,2020,186636.27,Vermelho,Sim,4,Não,PJ,Fácil Carro
982,2019-07-21,David White,53,Feminino,Duque de Caxias,RJ,Civic,Honda,2019,75299.98,Verde,Não,2,Não,PJ,Fácil Carro
983,2021-02-08,Sarah Jennings,60,Feminino,Passo Fundo,RS,Corolla,Toyota,2019,91252.81,Azul,Sim,4,Sim,PJ,Fácil Carro
984,2022-12-27,Ms. Sheila Watkins MD,18,Feminino,Florianópolis,SC,Polo,Volkswagen,2020,54510.56,Verde,Sim,2,Não,PJ,AutoCenter
985,2020-03-06,Louis Bailey,65,Feminino,Foz do Iguaçu,PR,Ranger,Ford,2017,140874.59,Preto,Sim,2,Não,PF,AutoCenter
986,2022-09-01,Jeffrey West,50,Feminino,Betim,MG,Fit,Honda,2020,50941.85,Cinza,Não,4,Sim,PF,Viva Carros
987,2024-11-29,Caitlyn Lopez,25,Masculino,Criciúma,SC,Tracker,Chevrolet,2022,186209.04,Prata,Sim,4,Sim,PJ,Carros do Brasil
988,2023-07-25,Rachel Thomas,47,Masculino,Santa Maria,RS,Civic,Honda,2015,116280.66,Cinza,Sim,2,Não,PJ,Carros & Cia
989,2019-06-01,Jonathan Robinson,41,Masculino,Itabuna,BA,Hilux,Toyota,2016,101086.91,Preto,Não,4,Não,PJ,Meu Carro Novo
990,2023-04-08,Johnny Ramirez,68,Feminino,Olinda,PE,Ranger,Ford,2018,156957.76,Prata,Sim,2,Não,PF,Viva Carros
991,2024-02-03,Christopher Acosta,19,Masculino,Curitiba,PR,Ranger,Ford,2023,240445.24,Amarelo,Sim,2,Não,PJ,Top Car Veículos
992,2022-07-22,Yolanda Marsh,50,Feminino,Blumenau,SC,Cobalt,Chevrolet,2017,239829.01,Preto,Sim,2,Não,PJ,Super Carros
993,2024-06-22,Angela Hammond,57,Feminino,Cachoeiro de Itapemirim,ES,Cobalt,Chevrolet,2022,202527.29,Prata,Sim,2,Sim,PJ,Brasil Carros
994,2020-07-05,Walter Tucker,40,Feminino,Contagem,MG,Creta,Hyundai,2020,159068.57,Vermelho,Sim,4,Sim,PF,Meu Carro Novo
995,2020-06-18,Kim Braun,31,Masculino,Maringá,PR,HB20,Hyundai,2016,38382.24,Prata,Sim,2,Não,PF,Super Carros
996,2019-11-24,Alexandria Henry,29,Masculino,Sorocaba,SP,Virtus,Volkswagen,2015,135000.05,Verde,Não,4,Não,PJ,Brasil Carros
997,2024-03-08,James Mccullough,44,Feminino,Juiz de Fora,MG,T-Cross,Volkswagen,2023,130757.99,Amarelo,Sim,2,Não,PJ,Super Carros
998,2024-08-04,Adriana Wilkins,28,Feminino,Aparecida de Goiânia,GO,Onix,Chevrolet,2016,101484.46,Prata,Sim,4,Não,PF,Brasil Carros
999,2020-01-01,Danny Fowler,61,Masculino,Cabo Frio,RJ,i30,Hyundai,2016,365281.97,Amarelo,Sim,4,Não,PF,Carro Ideal
1000,2021-11-23,Tamara Mercer,18,Masculino,Florianópolis,SC,Cobalt,Chevrolet,2015,229846.95,Cinza,Sim,4,Não,PF,Viva Carros
1001,2019-05-08,Tammy Stephens,27,Masculino,Guarapari,ES,Gol,Volkswagen,2018,37063.23,Vermelho,Não,2,Não,PJ,AutoCenter
1002,2019-01-05,Kenneth Graham,25,Masculino,Anápolis,GO,Corolla,Toyota,2017,101932.37,Prata,Sim,4,Não,PF,Carro Ideal
1003,2019-02-14,Keith Mendoza,60,Feminino,Joinville,SC,i30,Hyundai,2018,150929.06,Bege,Sim,2,Não,PJ,Fácil Carro
1004,2021-07-01,Pamela Johnston,63,Masculino,Rio de Janeiro,RJ,Corolla,Toyota,2018,117427.27,Vermelho,Sim,2,Sim,PF,Fácil Carro
1005,2021-10-23,Sean Martinez,44,Feminino,Criciúma,SC,Onix,Chevrolet,2017,68830.35,Verde,Sim,4,Sim,PF,Super Carros
1006,2023-01-28,Danielle Morris,56,Masculino,Rio Verde,GO,Cobalt,Chevrolet,2023,154548.8,Vermelho,Sim,4,Não,PJ,Top Car Veículos
1007,2023-05-31,Christina Stewart,42,Masculino,Foz do Iguaçu,PR,Focus,Ford,2020,171574.13,Azul,Sim,2,Sim,PJ,Carro Ideal
1008,2022-04-21,Joanna Martin,39,Feminino,Ilhéus,BA,Tracker,Chevrolet,2020,176767.28,Prata,Sim,4,Não,PF,Brasil Carros
1009,2024-05-21,Jessica Willis,38,Masculino,Luziânia,GO,HR-V,Honda,2016,222404.26,Branco,Sim,4,Não,PJ,Fácil Carro
1010,2019-11-14,Jordan Norton,43,Feminino,Luziânia,GO,Ka,Ford,2017,66004.41,Azul,Sim,2,Não,PF,Carro Ideal
1011,2019-09-15,Harold Phillips,42,Masculino,Luziânia,GO,Tracker,Chevrolet,2015,187454.65,Branco,Não,2,Sim,PJ,Super Carros
1012,2022-04-25,Sean Walters MD,64,Feminino,Uberlândia,MG,Ka,Ford,2017,44134.19,Verde,Não,4,Não,PF,Meu Carro Novo
1013,2019-10-19,Emily Knight,59,Masculino,Goiânia,GO,Ka,Ford,2016,52555.11,Bege,Sim,2,Não,PJ,Carros & Cia
1014,2024-04-16,Jennifer Marsh,63,Masculino,Luziânia,GO,S10,Chevrolet,2024,210445.57,Branco,Sim,4,Não,PF,AutoCenter
1015,2023-09-13,Brett Nunez,69,Masculino,Cachoeiro de Itapemirim,ES,HR-V,Honda,2020,110142.14,Azul,Não,4,Não,PJ,Fácil Carro
1016,2023-02-02,Toni Hernandez,70,Feminino,Salvador,BA,Corolla,Toyota,2020,178815.8,Prata,Sim,2,Sim,PF,Top Car Veículos
